NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR,JENJANG,Unnamed: 0,BENTUK PENDIDIKAN,WAKTU PENYELENGGARAAN,AKREDITASI_CLEAN,QUALITY_SCORE
SMKS BINA INSAN MULIA,20265525,,-,Cikutra,Kec. Cibeunying Kidul,Kota Bandung,Prov. Jawa Barat,40134,-6.8848,107.6215,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS BMI CIKAJANG,20271212,,-,Mekarsari,Kec. Cikajang,Kab. Garut,Prov. Jawa Barat,44171,-7.3521,107.8002,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS BHAKTI CANDRA,20272075,,Cimande Girang-,Lemah Duhur,Kec. Caringin,Kab. Bogor,Prov. Jawa Barat,16730,-6.7247,106.8459,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS BUDI DARMA,60726274,,Kebon Pedes,Kedungwaringin,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16145,-6.5893,106.8185,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS PGRI 3 CIANJUR,20203732,,Sehari Penuh/5 hari,Nagrak,Kec. Cianjur,Kab. Cianjur,Prov. Jawa Barat,43251,-6.8383,107.1274,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS ISLAM PERMATASARI 1,20200605,,Sukamanah,Taman Sari,Kec. Rumpin,Kab. Bogor,Prov. Jawa Barat,16350,-6.3931,106.6344,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS SATRIA NUSANTARA,20269061,,Dusun II,Karangsatria,Kec. Tambun Utara,Kab. Bekasi,Prov. Jawa Barat,17510,-6.2189,107.0438,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS MUHAMMADIYAH KEDAWUNG,20214798,,-,Kedungjaya,Kec. Kedawung,Kab. Cirebon,Prov. Jawa Barat,45153,-6.7209,108.5359,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TUNAS HARAPAN BANGSA,20252873,,-,Jambudipa,Kec. Warungkondang,Kab. Cianjur,Prov. Jawa Barat,43261,-6.8703,107.0893,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS DM SOLUSI BANGSA,69889095,,WANASARI,Wanasari,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.243752,107.092918,SWASTA,C,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMKS HUSNUL KHOTIMAH,20229517,,Gunajaya,Gunajaya,Kec. Manonjaya,Kab. Tasikmalaya,Prov. Jawa Barat,46197,-7.3721,108.2786,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS 1 LPPM CIASEM,60725457,,"Tanjung Baru, RT.025/RW.008 Desa Ciasem Tengah Kec. Ciasem",Ciasem Tengah,Kec. Ciasem,Kab. Subang,Prov. Jawa Barat,41256,-6.325,107.6985,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK NEGERI 1 TAKOKAK,20252867,,-,Pasawahan,Kec. Takokak,Kab. Cianjur,Prov. Jawa Barat,43265,-7.0499,107.0023,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS BINA BANGSA,20276099,,Datarbungur,Barumekar,Kec. Parungponteng,Kab. Tasikmalaya,Prov. Jawa Barat,46185,-7.4856,108.158,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS KESEHATAN BOJONGSOANG,69830415,,Sehari Penuh/5 hari,Lengkong,Kec. Bojongsoang,Kab. Bandung,Prov. Jawa Barat,40288,-6.9744,107.647,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS KARYA PEMBAHARUAN,20238045,,-,Sukaraya,Kec. Karang Bahagia,Kab. Bekasi,Prov. Jawa Barat,17530,-6.2187,107.1657,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK NAILUL KHOIR,69952604,,Panyindangan,Panyindangan,Kec. Banjaran,Kab. Majalengka,Prov. Jawa Barat,45468,-6.9556,108.3197,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK TONs,69965370,,Kp. Utan Salak/Tanah Gabus,Kertamukti,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.208,107.1167,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS IT AL MUQOWAMAH,20268018,,Kongsi,Cipakat,Kec. Singaparna,Kab. Tasikmalaya,Prov. Jawa Barat,46417,-7.3345,108.1451,SWASTA,B,Ada,Tidak Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK BHAKTI SATRIA BUANA,69892475,,Mekararwaru,MEKARWARU,Kec. Gantar,Kab. Indramayu,Prov. Jawa Barat,45264,-6.579837,107.936608,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 GEGERBITUNG,20252841,,GEGERBITUNG,Gegerbitung,Kec. Gegerbitung,Kab. Sukabumi,Prov. Jawa Barat,43197,-6.979553,107.016239,NEGERI,A,Ada,Ada,Air sungai,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS IBNU AQIL BOGOR,20200591,,-,Laladon,Kec. Ciomas,Kab. Bogor,Prov. Jawa Barat,16610,-6.5791,106.7546,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS BINA PUTRA,20279927,,citapen,Citapen,Kec. Cihampelas,Kab. Bandung Barat,Prov. Jawa Barat,40767,-6.8509,107.4792,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS KIFAYATUL ACHYAR BANDUNG,20219232,,Lio Utara,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.9335,107.7169,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Siang/6 hari,A,100
SMKS MAARIF 2 SUMEDANG,20208396,,-,Situ,Kec. Sumedang Utara,Kab. Sumedang,Prov. Jawa Barat,45323,-6.834,107.9228,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS ATTAQWA 02,20270824,,III,Pantai Hurip,Kec. Babelan,Kab. Bekasi,Prov. Jawa Barat,17610,-6.0483,107.0563,SWASTA,B,Ada,Tidak Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS YADIKA KALIJATI,20255783,,Kaliangsana,Kaliangsana,Kec. Kalijati,Kab. Subang,Prov. Jawa Barat,41271,-6.5155,107.6749,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS KESEHATAN BHAKTI KENCANA BALUBUR LIMBANGAN,20271171,,SINDANG ANOM,Limbanganbarat,Kec. Blubur Limbangan,Kab. Garut,Prov. Jawa Barat,44186,-7.0401,107.9736,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK YADIKA 2 CIJAGRA PASEH,20256568,,Legokmuncang,Cijagra,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383,-7.0354,107.7871,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS YAPERTI BEKASI,20223085,,Pejuang,Pejuang,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.1736,106.9805,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK PELITA NUSANTARA SINDANGBARANG,69899675,,Cikaroya,Muaracikadu,Kec. Sindang Barang,Kab. Cianjur,Prov. Jawa Barat,43272,-7.4216,107.1894,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS BINA SISWA 1,20279924,,sirnajaya,SIRNAJAYA,Kec. Gununghalu,Kab. Bandung Barat,Prov. Jawa Barat,40565,-7.0651,107.2992,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMK ASSALAAM BANDUNG,20256573,,Cangkuang kulon,Cangkuang Kulon,Kec. Dayeuhkolot,Kab. Bandung,Prov. Jawa Barat,40239,-6.9669,107.5928,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS CATUR GLOBAL BEKASI,20268896,,Rawa Bugel,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17124,-6.2154,106.995,SWASTA,A,Ada,Tidak Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS RIYADLUL HUDA,69762662,,sukawangi,Sukawangi,Kec. Singajaya,Kab. Garut,Prov. Jawa Barat,44173,-7.4717,107.935,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS BOGOR MUHIDIN SCHOOL BMS,20269324,,Kp Masjid,Mekarwangi,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16168,-6.5199,106.7759,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS WIRASABA KARAWANG,20268195,,Pasir Jengkol,Pasirjengkol,Kec. Majalaya,Kab. Karawang,Prov. Jawa Barat,41371,-6.3192,107.3077,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS AL HADIID 1 CILEUNGSI BOGOR,20232418,,Kp. Rawabelut,Cileungsi Kidul,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.408,106.964,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK PERSIS 03 AL-HUDA PUSAKAJAYA,69953932,,Bojongsangkem,Bojong Tengah,Kec. Pusakajaya,Kab. Subang,Prov. Jawa Barat,41255,-6.3239,107.8645,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK SENI SALAKA DOMAS,69899055,,Pasekon,Cipendawa,Kec. Pacet,Kab. Cianjur,Prov. Jawa Barat,43253,-6.7145,107.0687,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Siang/6 hari,C,50
SMKS DHARMA PERTIWI,60730356,,Cadas Barokah,Cempakamekar,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.8013,107.4459,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/6 hari,A,100
SMKS TELEKOMUNIKASI TELESANDI,20253675,,Tengah,Mekarsari,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,17510,-6.2555,107.0598,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS YAPIM COMPRENG,20253263,,Sukaseneng,Compreng,Kec. Compreng,Kab. Subang,Prov. Jawa Barat,41258,-6.351,107.8742,SWASTA,C,Ada,Ada,Pompa,Kurang,SMK,,SMK,Pagi/6 hari,C,50
SMK NU PEMBANGUNAN BONGAS,69831539,,Blok Penanggul,Bongas,Kec. Bongas,Kab. Indramayu,Prov. Jawa Barat,45255,-6.3852,108.0024,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS WIRA BUANA,20223086,,KP. Raden,JATISAMPURNA,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,17433,-6.3522,106.9227,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/6 hari,A,100
SMKS AR-RAHMA,69758275,,Bojongpari,Jayabakti,Kec. Cidahu,Kab. Sukabumi,Prov. Jawa Barat,43358,-6.7973,106.7416,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS SIMA BANGSA DEPOK,69725991,,KARANG BARU,Waruroyom,Kec. Depok,Kab. Cirebon,Prov. Jawa Barat,45155,-6.7295317,108.4404517,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PRISMA DEPOK,20232545,,mampang,Mampang,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16433,-6.3957,106.799,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS MUTIARA INSANI PARUNG,20275885,,BABAKAN,Waru,Kec. Parung,Kab. Bogor,Prov. Jawa Barat,16330,-6.4137,106.7153,SWASTA,A,Ada,Tidak Ada,Sumur terlindungi,Cukup,SMK,,SMK,Double Shift/6 hari,A,100
SMKS BINA TEKNIK CIKALONG KULON,20252651,,Nanggeleng,Neglasari,Kec. Cikalong Kulon,Kab. Cianjur,Prov. Jawa Barat,43291,-6.7125,107.2129,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK TUNAS NUSANTARA GARUT,69944250,,Sukalaksana,Sukalaksana,Kec. Samarang,Kab. Garut,Prov. Jawa Barat,44161,-7.3939577,107.8974719,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AMAL BAKTI,60726116,,Cipadung,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.9193,107.7062,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKN 1 SINDANG,20215998,,Penganjang,Penganjang,Kec. Sindang,Kab. Indramayu,Prov. Jawa Barat,45221,-6.3254,108.3194,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK NURUL HUDA YASPINDA,69888427,,Datarkendal,CISOMPET,Kec. Cisompet,Kab. Garut,Prov. Jawa Barat,44174,-7.5533,107.8137,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK MIGAS CIBINONG,69759190,,-,Karadenan,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16913,-6.523495,106.8066417,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PGRI INDRAMAYU,20215972,,Kelurahan Karanganyar,Karanganyar,Kec. Indramayu,Kab. Indramayu,Prov. Jawa Barat,45213,-6.3412,108.3395,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS RIYADHUL JANNAH JALANCAGAK,20217025,,Jalancagak,Jalancagak,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.6774,107.6826,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK AL-IKHLAS,69829164,,Bojong Tua,Jatimakmur,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,17413,-6.2786,106.9208,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Siang/6 hari,B,75
SMKS MEKANIK CIBINONG,20231411,,Sukahati,Sukahati,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16913,-6.502195,106.8107717,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS ISLAMIC CENTRE PAKENJENG,69971847,,Jatiwangi,Jatiwangi,Kec. Pakenjeng,Kab. Garut,Prov. Jawa Barat,44164,-7.4618,107.6727,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMKS BINA PRESTASI BANGSA,20228520,,Cigentur,Mandalasari,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,-6.7714,107.4386,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 3 BANDUNG,20219145,,-,TURANGGA,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40264,-6.9394,107.6268,NEGERI,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TERPADU LAMPANG,69755356,,Lampang,Parung,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41251,-6.5935,107.7267,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK AS-SALAM PEUNDEUY,20279895,,Desa,Peundeuy,Kec. Peundeuy,Kab. Garut,Prov. Jawa Barat,44178,-7.5283,107.9183,SWASTA,B,Ada,Ada,Sumur terlindungi,Kurang,SMK,,SMK,Pagi/6 hari,B,75
SMKS TAMANSISWA CIKAMPEK,20237428,,Cikampek Timur,Cikampek Timur,Kec. Cikampek,Kab. Karawang,Prov. Jawa Barat,41373,-6.4128,107.4652,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS NURUL GINA ABIDIN KASOMALANG,20233681,,LIMARATUS,Sindangsari,Kec. Kasomalang,Kab. Subang,Prov. Jawa Barat,41281,-6.5586,107.5955,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK ISLAM BIHBUL,69870901,,JIBAL,Bantarkalong,Kec. Cipatujah,Kab. Tasikmalaya,Prov. Jawa Barat,46189,-7.705866,107.995351,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKN 1 TAMBUN UTARA,20245436,,Gabus Rawa,Srijaya,Kec. Tambun Utara,Kab. Bekasi,Prov. Jawa Barat,17510,-6.1911,107.0666,NEGERI,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK Negeri Compreng,69888737,,Mekarsari,Mekarjaya,Kec. Compreng,Kab. Subang,Prov. Jawa Barat,41258,-6.3731,107.8796,NEGERI,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Sehari Penuh/6 hari,A,100
SMKS KORPORASI,69759062,,-,Limbangantimur,Kec. Blubur Limbangan,Kab. Garut,Prov. Jawa Barat,44186,-7.0444,107.9749,SWASTA,B,Ada,Tidak Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PBI LIMBANGAN,20209235,,-,Cigagade,Kec. Blubur Limbangan,Kab. Garut,Prov. Jawa Barat,44186,-7.0507,107.964,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PLUS QURROTA A^YUN SAMARANG,20258512,,Cikamiri,Sirnasari,Kec. Samarang,Kab. Garut,Prov. Jawa Barat,44161,-7.2245,107.8347,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Double Shift/6 hari,B,75
SMKS PANMAS 1 DEPOK,20229221,,MAMPANG,Mampang,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16433,-6.3941,106.7967,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS CITRA MUTIARA,20238040,,-Kp. Lankap Lancar,Sukaragam,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,17330,-6.404,107.0965,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKN 1 GUNUNG JATI,20268734,,Mayung,Mayung,Kec. Gunung Jati,Kab. Cirebon,Prov. Jawa Barat,45151,-6.6563,108.5149,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK TAMAN ILMU,20232547,,Bedahan,Bedahan,Kec. Sawangan,Kota Depok,Prov. Jawa Barat,16519,-6.4207083,106.7663117,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PUI JATINANGOR,69939325,,Kiaraberes,Cipacing,Kec. Jatinangor,Kab. Sumedang,Prov. Jawa Barat,45363,-6.9452,107.7675,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS WIRAGUNA LIMBANGAN,69725569,,-,Dunguswiru,Kec. Blubur Limbangan,Kab. Garut,Prov. Jawa Barat,44186,-7.0269,107.9955,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK AL-AMANAH,20271473,,Cibogo Indah,Cangkuang Kulon,Kec. Dayeuhkolot,Kab. Bandung,Prov. Jawa Barat,40239,-6.971,107.594,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK TRI DAYA BUDI MAJALENGKA,20247193,,Mekarmulya,Kasokandel,Kec. Kasokandel,Kab. Majalengka,Prov. Jawa Barat,45453,-6.7558,108.2036,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS INDUSTRI JABABEKA,20246387,,Dusun 1 Kp Rawalintah,Mekarmukti,Kec. Cikarang Utara,Kab. Bekasi,Prov. Jawa Barat,17530,-6.2899,107.1672,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK NEGERI 1 JAPARA,20268872,,-,Japara,Kec. Japara,Kab. Kuningan,Prov. Jawa Barat,45555,-6.8968,108.5205,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS PERJUANGAN DAN PERADABAN FARMASI,20268419,,Rangkapan Jaya,Rangkapan Jaya,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16435,-6.3951264,106.7860414,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS BINA PUTERA NUSANTARA TASIKMALAYA,20224523,,-,Panyingkiran,Kec. Indihiang,Kota Tasikmalaya,Prov. Jawa Barat,46151,-7.303,108.1998,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK BINA BUDI LUHUR BOGOR,20220283,,-,Katulampa,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16144,-6.6314867,106.8354183,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK KESEHATAN ARAS,69976876,,Pasir Putih,Pasir Putih,Kec. Sawangan,Kota Depok,Prov. Jawa Barat,16519,-6.369,106.7496,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS QAULAN LAYYINA,69864677,,Sehari Penuh/5 hari,Sukamaju,Kec. Cimanggu,Kab. Sukabumi,Prov. Jawa Barat,43354,-7.2981,106.6126,SWASTA,NAN,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,TT,20
SMK AL-ISHLAH CIKALONG,69882331,,Situpari,Cibeber,Kec. Cikalong,Kab. Tasikmalaya,Prov. Jawa Barat,46195,-7.6996,108.1977,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK 2 LPPM RI KARANGNUNGGAL,69788582,,CIKAPINIS,Cikapinis,Kec. Karangnunggal,Kab. Tasikmalaya,Prov. Jawa Barat,46186,-7.6751,108.1079,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AL WASHLIYAH SUKRA,20264426,,sukra wetan,Sukra,Kec. Sukra,Kab. Indramayu,Prov. Jawa Barat,45257,-6.3093,107.9436,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS SUDIRMAN,20254077,,Talaga,Talaga,Kec. Caringin,Kab. Sukabumi,Prov. Jawa Barat,43154,-6.8879,106.8655,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK BP AL-ATIQIYAH,69983739,,Cipanengah,Cipanengah,Kec. Bojong Genteng,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.8075,106.7415,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PLUS CINDERA HATI,20272050,,Jl. RM Karimata Cipambuan - Sentul City,Babakan Madang,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16811,-6.5765,106.9161,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKN 1 KRANGKENG,20241355,,Singakerta,Singakerta,Kec. Krangkeng,Kab. Indramayu,Prov. Jawa Barat,45284,-6.521,108.4914,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TARUNA KARYA 2 KARAWANG,20217849,,-,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,Prov. Jawa Barat,41315,-6.2955,107.2979,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS HAMKA PADALARANG,20279935,,-,Padalarang,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.838,107.4712,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PASUNDAN CILAMAYA,20253343,,Dusun V,Sumurgede,Kec. Cilamaya Kulon,Kab. Karawang,Prov. Jawa Barat,41384,-6.1941,107.4836,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS ATTAJIR,20271211,,-,TAJURHALANG,Kec. Tajurhalang,Kab. Bogor,Prov. Jawa Barat,16320,-6.4841,106.7585,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
