Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMKN 1 BOJONGGENTENG,20254202,Bojong Genteng,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.83759,106.723784,NEGERI,A
,SMKS AROFAH,69883648,Maruyung,Kec. Pacet,Kab. Bandung,40385,-7.127402,107.719223,SWASTA,B
,SMK WIRASWASTA,20224083,Utama,Kec. Cimahi Selatan,Kota Cimahi,40533,-6.9048,107.5369,SWASTA,A
,SMKS GRAFIKA MARDI YUANA BOGOR,20220279,Bondongan,Kec. Kota Bogor Selatan,Kota Bogor,16131,-6.6147617,106.8077367,SWASTA,A
,SMKS AL AMIN CIBARUSAH,20229775,Cibarusahjaya,Kec. Cibarusah,Kab. Bekasi,17340,-6.4349,107.0664,SWASTA,B
,SMKS MATHLAUL ANWAR PAKISJAYA,20218066,Solokan,Kec. Pakisjaya,Kab. Karawang,41355,-6.0193,107.1347,SWASTA,B
,SMK YADIKA SOREANG,69858468,Cingcin,Kec. Soreang,Kab. Bandung,40910,-7.0237,107.5365,SWASTA,B
,SMKS YANUDA TAMA,69770348,Munjul,Kec. Astana Japura,Kab. Cirebon,45181,-6.6476,108.4157,SWASTA,B
,SMKS BAHRUL ULUUM KAWALI,20254636,Sindangsari,Kec. Kawali,Kab. Ciamis,46253,-7.1884,108.3521,SWASTA,B
,SMKS TUNAS UNGGUL,20268861,Lubangbuaya,Kec. Setu,Kab. Bekasi,17530,-6.2756,107.1113,SWASTA,C
,SMK TERPADU MIFTAHUL HASANAH,69881552,Bungbangsari,Kec. Takokak,Kab. Cianjur,43265,-7.0683,106.9727,SWASTA,B
,SMK AL-BASHRIYAH,69915489,Cisaat,Kec. Cicurug,Kab. Sukabumi,43359,-6.7625,106.7524,SWASTA,B
,SMK ASSATINEM,69978363,Kertajadi,Kec. Cidaun,Kab. Cianjur,43275,-7.471566,107.254978,SWASTA,C
,SMKS INSAN MANDIRI,69766194,SARIWANGI,Kec. Parongpong,Kab. Bandung Barat,40559,-6.8678,107.5699,SWASTA,B
,SMKS PASUNDAN TANJUNGSARI SUMEDANG,20235638,Gudang,Kec. Tanjungsari,Kab. Sumedang,45362,-6.8974,107.8097,SWASTA,A
,SMKS BANI SALEH,20254866,Margahayu,Kec. Bekasi Timur,Kota Bekasi,17113,-6.2465,107.0049,SWASTA,A
,SMK M BENDA,69946747,Benda,Kec. Cicurug,Kab. Sukabumi,43359,-6.7642,106.8026,SWASTA,B
,SMKS BINA SATYA MANDIRI,69757152,Situmekar,Kec. Lembur Situ,Kota Sukabumi,43169,-6.9586,106.9022,SWASTA,B
,SMKS NASHIRUL HUDA,20268931,Bojonggambir,Kec. Bojonggambir,Kab. Tasikmalaya,46475,-7.5029,107.9595,SWASTA,B
,SMKS KEBANGSAAN LOSARANG,20253564,Jumbleng,Kec. Losarang,Kab. Indramayu,45253,-6.3957,108.1779,SWASTA,B
,SMK NURUL QOLBI,70042191,Ragajaya,Kec. Bojong Gede,Kab. Bogor,16320,-6.4474583,106.7846888,SWASTA,B
,SMKS EL-AMIN,69775472,Jayalaksana,Kec. Cabangbungin,Kab. Bekasi,17720,-6.1056,107.1852,SWASTA,B
,SMKS AL HIDAYAH DEPOK,20229191,Cinere,Kec. Cinere,Kota Depok,16514,-6.3361117,106.783855,SWASTA,A
,SMKS MALIDAR KOTA BEKASI,20268740,Jatirasa,Kec. Jatiasih,Kota Bekasi,17424,-6.2786,106.9717,SWASTA,B
,SMK NEGERI BOJONGGAMBIR,69989796,Ciroyom,Kec. Bojonggambir,Kab. Tasikmalaya,46475,-7.4901,107.9499,NEGERI,B
,SMKS IT NURUL QOLBI,20258452,Pusakarakyat,Kec. Taruma Jaya,Kab. Bekasi,17214,-6.1581,106.9899,SWASTA,A
,SMKS KITRI BAKTI,20251857,Simpangan,Kec. Cikarang Utara,Kab. Bekasi,17550,-6.2729,107.1844,SWASTA,B
,SMKS RISE CIREBON,20244692,Kertawinangun,Kec. Kedawung,Kab. Cirebon,45153,-6.7211823,108.5382914,SWASTA,A
,SMKS AL FALAH TANJUNGJAYA,20254606,Cibalanarik,Kec. Tanjungjaya,Kab. Tasikmalaya,46184,-7.3921,108.1462,SWASTA,A
,SMKS TEKNOLOGI NASIONAL,20246731,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2322,107.0147,SWASTA,A
,SMKS BINA BUDI PURWAKARTA,20229753,Nagrikaler,Kec. Purwakarta,Kab. Purwakarta,41115,-6.5312,107.448,SWASTA,A
,SMK DARUL MUTTAQIN CIANJUR,69896911,Maleber,Kec. Karang Tengah,Kab. Cianjur,43281,-6.827227,107.191495,SWASTA,B
,SMKS PUI JATIBARANG,20215948,Jatibarang,Kec. Jatibarang,Kab. Indramayu,45273,-6.4819,108.3071,SWASTA,B
,SMK AL MUJAHID,20268808,Kotabaru,Kec. Cibeureum,Kota Tasikmalaya,46196,-7.369,108.2502,SWASTA,B
,SMKS FARMASI GALENIUM,20253293,Cihideung Ilir,Kec. Ciampea,Kab. Bogor,16620,-6.563,106.7218,SWASTA,B
,SMK KESENIAN SUBANG,69859743,Sukamelang,Kec. Subang,Kab. Subang,41211,-6.5451,107.7664,SWASTA,A
,SMKS BAKTI KUSUMAH,69753569,SUKAMERANG,Kec. Kersamanah,Kab. Garut,44185,-7.0558,108.0085,SWASTA,B
,SMKS FAJAR MANDALA,69913940,Cipancar,Kec. Sumedang Selatan,Kab. Sumedang,45351,-6.8699,107.9026,SWASTA,B
,SMK TERPADU SULTAN GIRI,69893303,Talagasari,Kec. Sindang Barang,Kab. Cianjur,43272,-7.4407,107.084,SWASTA,B
,SMKS MANDIRI,20232458,Bojong Gede,Kec. Bojong Gede,Kab. Bogor,16320,-6.4976,106.7985,SWASTA,A
,SMKS KENCANA,69734364,Batok,Kec. Tenjo,Kab. Bogor,16370,-6.2598,106.2209,SWASTA,B
,SMKS TERPADU IBADURRAHMAN,20265663,Lembursitu,Kec. Lembur Situ,Kota Sukabumi,43169,-6.9611,106.9085,SWASTA,A
,SMKS FARMASI HARAPAN MASSA,20232539,Beji,Kec. Beji,Kota Depok,16421,-6.3798,106.8153,SWASTA,A
,SMK IT MALIK AL-FATH,69934906,Mekarwangi,Kec. Cisayong,Kab. Tasikmalaya,46153,-7.251,108.1837,SWASTA,C
,SMK BIT BINA AULIA,20254256,Bojong Kulur,Kec. Gunungputri,Kab. Bogor,16969,-6.3256,106.9701,SWASTA,A
,SMKS HASANAH FATHIMIYAH,20271602,Kalijaya,Kec. Cikarang Barat,Kab. Bekasi,17844,-6.2508,107.1403,SWASTA,B
,SMKS PASAWAHAN BANJARSARI,20268924,Pasawahan,Kec. Banjarsari,Kab. Ciamis,46383,-7.5197,108.6206,SWASTA,B
,SMKS PLUS INSAN MANDIRI,69758952,Cikondang,Kec. Bojong Picung,Kab. Cianjur,43283,-6.8768,107.2193,SWASTA,A
,SMKS MUTIARA INSANI,20269719,Tengah,Kec. Cibinong,Kab. Bogor,16914,-6.470675,106.823585,SWASTA,B
,SMK BHAKTI PUTRA,69976881,Nagreg,Kec. Nagreg,Kab. Bandung,40215,-7.0371,107.9211,SWASTA,C
,SMKS CHEMICA BANDUNG,20265529,Pamoyanan,Kec. Cicendo,Kota Bandung,40173,-6.9015,107.5957,SWASTA,B
,SMKS ISLAM ANNAZHIRIYAH,20258120,Tenjolaya,Kec. Cicurug,Kab. Sukabumi,43359,-6.7641,106.7651,SWASTA,B
,SMKS TELEKOMEDIKA,69775446,Bubulak,Kec. Kota Bogor Barat,Kota Bogor,16115,-6.5653,106.7519,SWASTA,B
,SMKS TIRTAYASA CIRACAP,20268788,Ciracap,Kec. Ciracap,Kab. Sukabumi,43176,-7.319305,106.523417,SWASTA,B
,SMKS PGRI MAJALENGKA,20247188,Babakan Jawa,Kec. Majalengka,Kab. Majalengka,45419,-6.8393,108.2271,SWASTA,A
,SMK PASUNDAN PUTRA,20224132,Cimahi,Kec. Cimahi Tengah,Kota Cimahi,40525,-6.8725,107.5454,SWASTA,A
,SMKS GELORA BEKASI,20223119,Kota Baru,Kec. Bekasi Barat,Kota Bekasi,17139,-6.2193,106.9697,SWASTA,A
,SMKN 2 KOTA BEKASI,20231741,Ciketingudik,Kec. Bantargebang,Kota Bekasi,17153,-6.3559,106.992,NEGERI,A
,SMKS NURUSSALAM,20279873,Kawitan,Kec. Salopa,Kab. Tasikmalaya,46192,-7.5103,108.2694,SWASTA,B
,SMK ASSHIDDIQIYAH 10,69830537,Cikanyere,Kec. Sukaresmi,Kab. Cianjur,43254,-6.711563,107.096762,SWASTA,B
,SMKS BINA SEJAHTERA 4,69765807,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,16116,-6.5705,106.743,SWASTA,A
,SMKS YASPI,20270945,Parakan,Kec. Ciomas,Kab. Bogor,16610,-6.619465,106.773927,SWASTA,B
,SMKN 13 BANDUNG,20219161,Jati Sari,Kec. Buahbatu,Kota Bandung,40286,-6.9384,107.6569,NEGERI,A
,SMKS PESANTREN CIWARINGIN,20214824,Babakan,Kec. Ciwaringin,Kab. Cirebon,45167,-6.6895,108.3696,SWASTA,B
,SMKS SIROJUL UMMAH,20269703,Gunungsari,Kec. Cikatomas,Kab. Tasikmalaya,46193,-7.7509,108.1824,SWASTA,B
,SMKN 9 KOTA BEKASI,20271648,Jaka Mulya,Kec. Bekasi Selatan,Kota Bekasi,17146,-6.2708583,106.9594917,NEGERI,A
,SMKS PLUS AL GHIPARI,20265541,Cisurupan,Kec. Cibiru,Kota Bandung,40614,-6.914,107.7197,SWASTA,B
,SMK OMNI SCHOOL CIBINONG,70052675,Ciriung,Kec. Cibinong,Kab. Bogor,-,-6.4664,106.857,SWASTA,Belum/Tidak Terakreditasi
,SMKS IT BINA MADANI,69914381,Telagamurni,Kec. Cikarang Barat,Kab. Bekasi,17841,-6.287494,107.1062614,SWASTA,B
,SMKS AL BASYARIAH,20232416,Rawa Panjang,Kec. Bojong Gede,Kab. Bogor,16320,-6.4619,106.804,SWASTA,A
,SMKS BROSSA,69760685,Gajahmekar,Kec. Kutawaringin,Kab. Bandung,40951,-6.97113,107.5322217,SWASTA,B
,SMKS ISLAM AL AMIN,20244767,Pasirgombong,Kec. Cikarang Utara,Kab. Bekasi,17530,-6.2748,107.1508,SWASTA,A
,SMKS SATYA MANDALA,20268562,Weru Lor,Kec. Weru,Kab. Cirebon,45154,-6.70442,108.50745,SWASTA,B
,SMKS WIRA BUANA 2,20268220,Pabuaran,Kec. Bojong Gede,Kab. Bogor,16921,-6.4531,106.8003,SWASTA,A
,SMKS TRISAKA,20252550,Jatirasa,Kec. Jatiasih,Kota Bekasi,17424,-6.3004,106.9655,SWASTA,B
,SMKN 9 GARUT,20253861,Panembong,Kec. Bayongbong,Kab. Garut,44162,-7.2579,107.8439,NEGERI,A
,SMKS TEKNOLOGI AL SALMAN GARUT,20227478,Pataruman,Kec. Tarogong Kidul,Kab. Garut,44151,-7.20034,107.893618,SWASTA,B
,SMKS PUTRA PAKUAN,20254118,Cimandala,Kec. Sukaraja,Kab. Bogor,16710,-6.5247,106.8291,SWASTA,A
,SMKS SAINS TEKNOLOGI MANGGALA,20268745,Babakancikao,Kec. Babakancikao,Kab. Purwakarta,41151,-6.5164,107.4285,SWASTA,C
,SMKS TUNAS TEKNOLOGI,20268522,Setiamekar,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2374,107.0469,SWASTA,A
,SMKN 2 CIAMIS,20211512,Maleber,Kec. Ciamis,Kab. Ciamis,46214,-7.3214,108.3457,NEGERI,A
,SMKS PGRI SUKAMAKMUR,20272048,Pabuaran,Kec. Sukamakmur,Kab. Bogor,16830,-6.5605,106.9506,SWASTA,B
,SMK GEMA BANGSA,69927320,Cibitung Tengah,Kec. Tenjolaya,Kab. Bogor,16620,-6.6453972,106.7087443,SWASTA,C
,SMKS MAHARDHIKA BATUJAJAR,20227955,Giriasih,Kec. Batujajar,Kab. Bandung Barat,40561,-6.8909,107.5031,SWASTA,A
,SMK PLUS PARADIS CIDAHU,69945052,Cidahu,Kec. Cibitung,Kab. Sukabumi,43179,-7.3256286,106.6558181,SWASTA,B
,SMK AL-ANSORI,70035605,Sukasari,Kec. Serang Baru,Kab. Bekasi,17330,-6.3833,467.1132,SWASTA,B
,SMKN 1 GUNUNGPUTRI,20231421,Wanaherang,Kec. Gunungputri,Kab. Bogor,16965,-6.4239,106.9401,NEGERI,A
,SMK AL AMAH SINDULANG,69954809,Sindulang,Kec. Cimanggung,Kab. Sumedang,45364,-6.9604,107.8869,SWASTA,B
,SMK TEKNOLOGI NASIONAL AR-RASWAD,69762805,Cengal,Kec. Japara,Kab. Kuningan,45555,-6.9168,108.5508,SWASTA,B
,SMKS YAMI WALED,20214816,Waled Desa,Kec. Waled,Kab. Cirebon,45187,-6.9249,108.7021,SWASTA,A
,SMKN PUSPAHIANG,69752267,Puspahiang,Kec. Puspahiang,Kab. Tasikmalaya,46472,-7.4338,108.0474,NEGERI,B
,SMK Negeri Kasomalang,69888738,Kasomalang Kulon,Kec. Kasomalang,Kab. Subang,41281,-6.6925,107.7336,NEGERI,A
,SMKS MITRA KARYA RENGASDENGKLOK,20237461,Karyasari,Kec. Rengasdengklok,Kab. Karawang,41352,-6.1975,107.297,SWASTA,A
,SMKS YPK SUMEDANG,20208401,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8439,107.923,SWASTA,A
,SMK TERPADU AL URWATUL WUSTHA,69900162,Mangkubumi,Kec. Mangkubumi,Kota Tasikmalaya,46181,-7.3475,108.1904,SWASTA,B
,SMKS IT AL-HAWARI,69758993,Cipareuan,Kec. Cibiuk,Kab. Garut,44193,-7.0767,107.9284,SWASTA,B
,SMKS AL AMIN,20232415,Cibening,Kec. Pamijahan,Kab. Bogor,16630,-6.6369,106.6728,SWASTA,B
,SMKS HARAPAN NUSA BANGSA,60726517,Pabuaran,Kec. Pabuaran,Kab. Sukabumi,43173,-7.1691,106.8218,SWASTA,B
,SMKS YPPD DEPOK,20229238,Depok,Kec. Pancoran Mas,Kota Depok,16431,-6.4031367,106.8215783,SWASTA,A
,SMKS INDONESIA GLOBAL,20254088,Serua,Kec. Bojongsari,Kota Depok,16517,-6.3670333,106.7430033,SWASTA,B
,SMK CENDIKIA PASEH,69774725,Cigentur,Kec. Paseh,Kab. Bandung,40383,-7.0135,107.7884,SWASTA,B
,SMKN 1 GARUT,20209201,Pataruman,Kec. Tarogong Kidul,Kab. Garut,44151,-7.202303,107.89052,NEGERI,A
,SMKS SARI FARMA,20268432,Beji Timur,Kec. Beji,Kota Depok,16422,-6.3745,106.8233,SWASTA,A
,SMKS BINA KERJA PURWAKARTA,20217365,Ciseureuh,Kec. Purwakarta,Kab. Purwakarta,41118,-6.5231,107.4486,SWASTA,A
,SMKS PEMBANGUNAN TUKDANA,20270665,Rancajawat,Kec. Tukdana,Kab. Indramayu,45276,-6.5847,108.2864,SWASTA,B
,SMKS BINA PRESTASI MANDIRI,69775290,Kertasari,Kec. Pebayuran,Kab. Bekasi,17710,-6.2132,107.2859,SWASTA,B
,SMKS PEJUANG NEGERI HAURGEULIS,69768179,Sumbermulya,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4218,107.9568,SWASTA,B
,SMKS MUHAMMADIYAH HAURGEULIS,20216007,Haurgeulis,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4599,107.944,SWASTA,A
,SMKN 1 LEUWILIANG,20270736,Leuwimekar,Kec. Leuwiliang,Kab. Bogor,16640,-6.5906,106.6284,NEGERI,A
,SMK AL-BASHRY,20269164,Palasari Girang,Kec. Kalapa Nunggal,Kab. Sukabumi,43354,-6.8156,106.6563,SWASTA,B
,SMKS YADIFA CIAWI,20270173,Kurniabakti,Kec. Ciawi,Kab. Tasikmalaya,46156,-7.1547,108.1383,SWASTA,B
,SMK INTAN MANDIRI,69979165,Sukamulya,Kec. Singajaya,Kab. Garut,44173,-7.141606,107.977775,SWASTA,B
,SMK MAARIF NU AL-FATHONAH,69756184,Kebonmanggu,Kec. Gunung Guruh,Kab. Sukabumi,43156,-6.9694756,106.8647995,SWASTA,B
,SMKS PANDU BOGOR,20231426,Girimulya,Kec. Cibungbulang,Kab. Bogor,16630,-6.5649,106.6799,SWASTA,A
,SMKS PLUS ULUMUL QURAN KUNIR,60728703,Simpar,Kec. Cipunagara,Kab. Subang,41257,-6.4323,107.8318,SWASTA,B
,SMKS PRIMA GRAFIKA,20272033,Taman Sari,Kec. Bandung Wetan,Kota Bandung,40173,-6.902,107.588,SWASTA,B
,SMK AL-BURDAH,70034814,Gajahmekar,Kec. Kutawaringin,Kab. Bandung,40911,-6.9792,107.5328,SWASTA,A
,SMK JABAL TORIQ BOARDING SCHOOL,69949084,Kadipaten,Kec. Kadipaten,Kab. Tasikmalaya,46156,-7.1272472,108.1339702,SWASTA,B
,SMKS ASSUYUTIYYAH,20254913,Rancagoong,Kec. Cilaku,Kab. Cianjur,43285,-6.8497,107.1152,SWASTA,A
,SMKS IZZATA,20229210,Cipayung,Kec. Cipayung,Kota Depok,16436,-6.4158,106.7974,SWASTA,A
,SMK PENA NUGRAHA INDONESIA,69881356,Kanangasari,Kec. Cikalongwetan,Kab. Bandung Barat,40556,-6.7641,107.4005,SWASTA,C
,SMKS ISLAM ASY SYAFIIYYAH KRANGKENG,20268569,Kedungwungu,Kec. Krangkeng,Kab. Indramayu,45284,-6.5099,108.4537,SWASTA,B
,SMK BELA PERSADA SINDANGKERTA,69953996,Wangunsari,Kec. Sindangkerta,Kab. Bandung Barat,40563,-7.0243,107.4044,SWASTA,C
,SMKS IPPS CIPANAS CIANJUR,20252045,Cipanas,Kec. Cipanas,Kab. Cianjur,43253,-6.7407,107.0426,SWASTA,B
,SMK KARYA BAKTI,69880227,Sindang,Kec. Sindang,Kab. Majalengka,45471,-6.83,108.323,SWASTA,B
,SMK BINA BANGSA,69952443,Pusakaratu,Kec. Pusakanagara,Kab. Subang,41255,-6.2960927,107.9107882,SWASTA,B
,SMKS MARDI YUANA,20270898,Cikembar,Kec. Cikembar,Kab. Sukabumi,43161,-6.9632,106.7998,SWASTA,B
,SMKS BINA KARYA MANDIRI 2,20257422,Pengasinan,Kec. Rawalumbu,Kota Bekasi,17115,-6.2713,107.016,SWASTA,A
,SMKS YADIKA CIREBON,20245300,Kedawung,Kec. Kedawung,Kab. Cirebon,45153,-6.7178,108.5312,SWASTA,A
,SMKS AL BANA,69786949,Cilebut Barat,Kec. Sukaraja,Kab. Bogor,16710,-6.5179,106.7973,SWASTA,B
,SMKN 3 BALEENDAH,20206225,Baleendah,Kec. Baleendah,Kab. Bandung,40258,-7.002297,107.6226349,NEGERI,A
,SMKS BUDI ARTI CIREBON,20222171,Drajat,Kec. Kesambi,Kota Cirebon,45133,-6.7355,108.5593,SWASTA,B
,SMKS KARYA GUNA 2 BEKASI,20223114,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2328,107.0292,SWASTA,A
,SMKS AL WUTSQO,60728696,Tenjolaya,Kec. Kasomalang,Kab. Subang,41281,-6.6958,107.7862,SWASTA,B
,SMKS MAARIF NU CIOMAS,69768294,Pagelaran,Kec. Ciomas,Kab. Bogor,16610,-6.4462,106.8051,SWASTA,B
,SMK ISLAM TERPADU AL IRSYADY,69888465,Pekandangan Jaya,Kec. Indramayu,Kab. Indramayu,45211,-6.34809,108.34602,SWASTA,C
,SMK NEGERI 5 KUNINGAN,20246370,Ciawilor,Kec. Ciawigebang,Kab. Kuningan,45591,-6.9645,108.5751,NEGERI,A
,SMK AL-AHMAD,69899700,Mekarwangi,Kec. Warungkondang,Kab. Cianjur,43261,-6.8496,107.0514,SWASTA,B
,SMK N 2 CIPUNAGARA,69966267,Manyingsal,Kec. Cipunagara,Kab. Subang,41257,-6.4882,107.8508,NEGERI,B
,SMKS SILIWANGI SUKABUMI,20221616,Sriwidari,Kec. Gunung Puyuh,Kota Sukabumi,43121,-6.9041,106.9177,SWASTA,B
,SMK STMC 4245 BALEENDAH,20227965,Baleendah,Kec. Baleendah,Kab. Bandung,40258,-7.002243,107.61996,SWASTA,B
,SMKS AL AMIN,20255285,Cintarakyat,Kec. Samarang,Kab. Garut,44161,-7.2165,107.8576,SWASTA,B
,SMK KARANGMANGU,69831538,Dukuhjati,Kec. Krangkeng,Kab. Indramayu,45284,-6.5285,108.4711,SWASTA,B
,SMK AL - MUTTAQIEN,69880578,Cijayanti,Kec. Babakan Madang,Kab. Bogor,16811,-6.59864,106.921196,SWASTA,B
,SMK BHAKTI TARUNA 4 BOGOR,69952171,Pasirkuda,Kec. Kota Bogor Barat,Kota Bogor,16119,-6.6049656,106.7858586,SWASTA,C
,SMKS CENDIKIA,20268017,Arjasari,Kec. Leuwisari,Kab. Tasikmalaya,46464,-7.3326,108.0902,SWASTA,B
,SMK NAGRAK,69946486,Nagrak,Kec. Darangdan,Kab. Purwakarta,41163,-6.6579,107.4183,SWASTA,B
,SMK Muhammadiyah 4 Cileungsi,69774721,Cileungsi,Kec. Cileungsi,Kab. Bogor,16820,-6.6915,106.8582,SWASTA,B
,SMKN 1 GEBANG,20253778,Gebang Ilir,Kec. Gebang,Kab. Cirebon,45194,-6.8243,108.7341,NEGERI,B
,SMK BINA MANDIRI 2,69888463,Girijaya,Kec. Nagrak,Kab. Sukabumi,43356,-6.848082,106.815607,SWASTA,B
,SMKN 1 TARUMAJAYA,20244766,Pusakarakyat,Kec. Taruma Jaya,Kab. Bekasi,17212,-6.1586,106.9879,NEGERI,B
,SMKS MODIS,69757149,Babakan,Kec. Tenjo,Kab. Bogor,16370,-6.3562,106.4792,SWASTA,C
,SMKS DARUTTAQWA,69904939,Muarabakti,Kec. Babelan,Kab. Bekasi,17610,-6.1796,107.0139,SWASTA,C
,SMKN 1 KOTA BEKASI,20223136,Bintara,Kec. Bekasi Barat,Kota Bekasi,17134,-6.2287,106.9568,NEGERI,A
,SMKS NASIONAL DEPOK,20223815,Grogol,Kec. Limo,Kota Depok,16512,-6.37782,106.7921717,SWASTA,A
,SMK PETERNAKAN CIAMIS,70003746,Baregbeg,Kec. Baregbeg,Kab. Ciamis,46211,-7.3154758,108.298394,SWASTA,B
,SMK AL JABBAR,69973008,Girijaya,Kec. Pasirkuda,Kab. Cianjur,43279,-7.2748,107.1821,SWASTA,B
,SMKS PASIM PLUS SUKABUMI,20270889,Cikole,Kec. Cikole,Kota Sukabumi,43113,-6.919,106.9239,SWASTA,A
,SMKS BINA INFORMATIKA,69761879,Empang,Kec. Kota Bogor Selatan,Kota Bogor,16132,-6.6078617,106.7968617,SWASTA,A
,SMKS YASRI,20272027,Pasir Wangi,Kec. Ujungberung,Kota Bandung,40618,-6.907,107.7044,SWASTA,B
,SMKS MUTIARA JAYA,20238048,Cijengkol,Kec. Setu,Kab. Bekasi,17320,-6.3127,107.0472,SWASTA,B
,SMK AR ROSYID CAMPAKA PUTRA,69920079,Karyamukti,Kec. Campaka,Kab. Cianjur,43263,-7.007,107.0812,SWASTA,C
,SMKS NU SUKRA,69754527,Sukra,Kec. Sukra,Kab. Indramayu,45257,-6.3059,107.9258,SWASTA,B
,SMKS AL HUDA KEDUNGWUNGU,20253847,Kedungwungu,Kec. Anjatan,Kab. Indramayu,45256,-6.4152,107.9571,SWASTA,A
,SMK LUGINA RANCAEKEK,20228541,Bojongloa,Kec. Rancaekek,Kab. Bandung,40394,-6.95882,107.766075,SWASTA,A
,SMK FORWARD NUSANTARA,69964357,Sukatani,Kec. Tapos,Kota Depok,16454,-6.403785,106.889665,SWASTA,A
,SMK AN-NUUR,69964370,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8314,107.9245,SWASTA,B
,SMK AL HIKMAH ANJATAN,69948626,Wanguk,Kec. Anjatan,Kab. Indramayu,45256,-6.4173,107.9601,SWASTA,C
,SMKS ANGKASA TASIKMALAYA,20224516,Cikalang,Kec. Tawang,Kota Tasikmalaya,46114,-7.3366,108.238,SWASTA,B
,SMKS BINA NUSANTARA CISALAK,20252962,Gardusayang,Kec. Cisalak,Kab. Subang,41283,-6.7257,107.7722,SWASTA,B
,SMK AL FARIZI BANTARUJEG,20276126,Bantarujeg,Kec. Bantarujeg,Kab. Majalengka,45464,-6.9754,108.2391,SWASTA,B
,SMKS YASPRI SUMEDANG,20234106,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8441,107.923,SWASTA,B
,SMKS PGRI 4 KOTA BOGOR,20256262,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,16155,-6.5879,106.8327,SWASTA,B
,SMKS MUHAMMADIYAH KARANGAMPEL,69754534,Sendang,Kec. Karangampel,Kab. Indramayu,45283,-6.462,108.4558,SWASTA,B
,SMKS VANCANITTY,60725293,Cipendawa,Kec. Pacet,Kab. Cianjur,43253,-6.7494,107.0495,SWASTA,B
,SMK ISLAM TERPADU AL QOSIMIYYAH,69860538,Pamager Sari,Kec. Parung,Kab. Bogor,16330,-6.4307,106.7255,SWASTA,C
,SMKS GALUH PAKUAN,69756151,Sekeloa,Kec. Coblong,Kota Bandung,40134,-6.8894,107.6278,SWASTA,B
,SMK NURUL AZHAR,69969322,Lubangbuaya,Kec. Setu,Kab. Bekasi,17320,-6.3103,107.0541,SWASTA,B
,SMKS PGRI SELAAWI,20262109,Selaawi,Kec. Selaawi,Kab. Garut,44187,-7.012,108.0167,SWASTA,B
,SMKS AL- AZAMI,60725421,Sukasari,Kec. Cilaku,Kab. Cianjur,43285,-6.8868,107.1254,SWASTA,A
,SMKS PGRI 2 BOGOR,20220290,Babakan,Kec. Kota Bogor Tengah,Kota Bogor,16151,-6.5829,106.8084,SWASTA,A
,SMKS GANESHA CIMANGGUNG,20268595,Sindangpakuon,Kec. Cimanggung,Kab. Sumedang,45364,-6.9652,107.826,SWASTA,C
,SMKS MAARIF LANGUT,20244212,Langut,Kec. Lohbener,Kab. Indramayu,45252,-6.408,108.242,SWASTA,B
,SMKS AL MAMUN,20253145,Gunturmekar,Kec. Tanjungkerta,Kab. Sumedang,45354,-6.8088,107.89,SWASTA,A
,SMKS BANGKIT INDONESIA TALAGA,69816737,Ganeas,Kec. Talaga,Kab. Majalengka,45463,-6.9858,108.3183,SWASTA,B
,SMKS INFORMATIKA PESAT,20267664,Loji,Kec. Kota Bogor Barat,Kota Bogor,16117,-6.5835,106.7681,SWASTA,A
,SMKS 11 MARET CIKARANG BARAT,20229773,Telagamurni,Kec. Cikarang Barat,Kab. Bekasi,17520,-6.2676,107.1188,SWASTA,A
,SMKN 1 BOJONGPICUNG,20252388,Sukaratu,Kec. Bojong Picung,Kab. Cianjur,43283,-6.852,107.2734,NEGERI,A
,SMK MUTIARA SALAWU,69990975,Tanjungsari,Kec. Salawu,Kab. Tasikmalaya,46471,-7.3628,107.9863,SWASTA,B
,SMKS SIROJUL HUDA 1 BOGOR,20238534,Katulampa,Kec. Kota Bogor Timur,Kota Bogor,16144,-6.6128367,106.829865,SWASTA,A
,SMKS EKUINTEK,69786599,Sukadarma,Kec. Sukatani,Kab. Bekasi,17630,-6.1635,107.1813,SWASTA,C
,SMK DHARMA AGUNG,69725847,Cipedes,Kec. Paseh,Kab. Bandung,40383,-7.0363281,107.7950425,SWASTA,A
,SMK MERDEKA SOREANG,20228546,Soreang,Kec. Soreang,Kab. Bandung,40911,-7.0336,107.5405,SWASTA,A
,SMK NUSA BANGSA,69895908,Batulawang,Kec. Cipanas,Kab. Cianjur,43255,-6.6778516,107.0265288,SWASTA,C
,SMKS TERPADU ANTAM BINA INSANI,20268252,Kalong I,Kec. Leuwisadeng,Kab. Bogor,16650,-6.5666,106.5593,SWASTA,B
